"NAME","Year","Total_Avg_Annual_Pay_Total","Total_Avg_Annual_Pay_Black_Business","Total_Avg_Employees_Total","Total_Avg_Employees_Black_Business","Total_Sum_of_Firms_Total","Total_Sum_of_Firms_Black_Business"
"Grand Rapids-Wyoming, MI Metro Area",2021,444083.427440633,10490.0416666667,8809.70316622691,215.708333333333,445311,740
"Grants Pass, OR Metro Area",2018,6215.95670103093,0,160.614432989691,1,6784,0
"Grants Pass, OR Metro Area",2019,6668.29218106996,0,194.460905349794,1,7819,0
"Grants Pass, OR Metro Area",2020,16963.4079422383,1124.23076923077,444.326714801444,45.6153846153846,29267,7
"Grants Pass, OR Metro Area",2021,30473.4080944351,0,779.725126475548,1,50263,0
"Great Falls, MT Metro Area",2018,21795.2725490196,0,625.23137254902,1,29674,0
"Great Falls, MT Metro Area",2019,21445.2026768642,0,616.764818355641,1,32935,0
"Great Falls, MT Metro Area",2020,29571.0419708029,351,811.543795620438,33,55391,12
"Great Falls, MT Metro Area",2021,34856.4021352313,0,805.448398576512,1,50238,0
"Greeley, CO Metro Area",2018,65164.2815384615,0,1468.45076923077,1,115186,0
"Greeley, CO Metro Area",2019,82119.2488262911,0,1628.92018779343,1,108830,0
"Greeley, CO Metro Area",2020,131363.222058824,2370.8125,2512.74411764706,65.625,146750,39
"Greeley, CO Metro Area",2021,113193.421348315,205.454545454545,2083.60533707865,5.45454545454545,183283,27
"Green Bay, WI Metro Area",2018,172854.151162791,0,3838.97674418605,1,133728,0
"Green Bay, WI Metro Area",2019,170295.764607679,0,3626.10350584307,1,142310,0
"Green Bay, WI Metro Area",2020,143043.071884984,200.818181818182,3181.84185303514,3.72727272727273,111707,3
"Green Bay, WI Metro Area",2021,210285.650077761,104.090909090909,3925.95489891135,3.18181818181818,149918,17
"Greensboro-High Point, NC Metro Area",2018,232747.104434907,13023.4285714286,5806.61802575107,449.892857142857,291055,1740
"Greensboro-High Point, NC Metro Area",2019,295024.604105572,23757.4814814815,7340.9853372434,1005.33333333333,300898,2420
"Greensboro-High Point, NC Metro Area",2020,310689.551539491,12222.7272727273,7900.45917001339,507.848484848485,387229,3112
"Greensboro-High Point, NC Metro Area",2021,371424.562248996,23492.9117647059,8132.42838018742,1090.26470588235,466572,3523
"Greenville, NC Metro Area",2018,40910.1805054152,0,1179.93321299639,1,50638,0
"Greenville, NC Metro Area",2019,74392.3424908425,0,1758.54212454212,1,57836,0
"Greenville, NC Metro Area",2020,72928.4140350877,54.8571428571429,2040.37719298246,3.0952380952381,61053,10
"Greenville, NC Metro Area",2021,31477.785079929,37.2380952380952,696.516873889876,2.52380952380952,19273,14
"Greenville-Anderson-Mauldin, SC Metro Area",2018,264578.755102041,8383.57142857143,6781.94606413994,521.107142857143,377000,1439
"Greenville-Anderson-Mauldin, SC Metro Area",2019,321728.549048316,10036.7037037037,7282.42752562225,384,371855,1815
"Greenville-Anderson-Mauldin, SC Metro Area",2020,366595.036437247,1549.6,8923.61403508772,90.4666666666667,493784,50
"Greenville-Anderson-Mauldin, SC Metro Area",2021,436180.866035183,7244.09677419355,9073.92963464141,305.129032258065,535143,1311
"Gulfport-Biloxi-Pascagoula, MS Metro Area",2018,91306.8265306122,1116.77272727273,2743.02210884354,67.8636363636364,77707,104
"Gulfport-Biloxi-Pascagoula, MS Metro Area",2019,109510.052805281,0,2811.74257425743,1,114948,0
"Gulfport-Biloxi-Pascagoula, MS Metro Area",2020,106800.010752688,600.310344827586,2901.77265745008,29,130669,47
"Gulfport-Biloxi-Pascagoula, MS Metro Area",2021,114702.968421053,108.76,2897.72180451128,4.08,130749,31
"Hagerstown-Martinsburg, MD-WV Metro Area",2018,80141.4635879218,0,2020.53285968028,1,86506,0
"Hagerstown-Martinsburg, MD-WV Metro Area",2019,68651.7637655417,0,1742.66962699822,1,61163,0
"Hagerstown-Martinsburg, MD-WV Metro Area",2020,86508.7831932773,5.35294117647059,1912.50420168067,1,78387,21
"Hagerstown-Martinsburg, MD-WV Metro Area",2021,76611.1006389776,1478.70833333333,1657.30191693291,41.9583333333333,78044,207
"Hammond, LA Metro Area",2018,17939.6653306613,0,573.935871743487,1,26742,0
"Hammond, LA Metro Area",2019,9461.64,0,286.104,1,8052,0
"Hammond, LA Metro Area",2020,26076.1611111111,181.538461538462,718.692592592593,13.4615384615385,36584,12
"Hammond, LA Metro Area",2021,34016.5754884547,166.2,947.451154529307,5.65,45160,10
"Hanford-Corcoran, CA Metro Area",2018,9168.96523517382,0,237.276073619632,1,5352,0
"Hanford-Corcoran, CA Metro Area",2019,16196.8923076923,0,387.098901098901,1,18881,0
"Hanford-Corcoran, CA Metro Area",2020,20459.0367504836,870.583333333333,478.458413926499,53.6666666666667,18749,8
"Hanford-Corcoran, CA Metro Area",2021,29405.7639405204,963.272727272727,598.022304832714,11.1818181818182,20859,16
"Harrisburg-Carlisle, PA Metro Area",2018,227550.825657895,0,5248.51315789474,1,231936,0
"Harrisburg-Carlisle, PA Metro Area",2019,286040.836734694,1231.61904761905,6491.26216640502,54.0952380952381,242836,296
"Harrisburg-Carlisle, PA Metro Area",2020,251792.405487805,95.3,5663.27286585366,9.4,258699,15
"Harrisburg-Carlisle, PA Metro Area",2021,299163.08,231.285714285714,6011.84142857143,5.60714285714286,326277,47
"Harrisonburg, VA Metro Area",2018,43019.4012738853,0,1207.45222929936,1,46098,0
"Harrisonburg, VA Metro Area",2019,43415.7318548387,0,1451.29435483871,1,42382,0
"Harrisonburg, VA Metro Area",2020,47411.1321428571,0,1253.27321428571,1,61287,0
"Harrisonburg, VA Metro Area",2021,51569.3851590106,70.7647058823529,1388.57243816254,6.94117647058824,62484,29
"Hartford-West Hartford-East Hartford, CT Metro Area",2018,645781.942775393,333.851851851852,12222.0529327611,21.8148148148148,572815,63
"Hartford-West Hartford-East Hartford, CT Metro Area",2019,631863.47954866,291.172413793103,11965.8942172073,9.93103448275862,550535,189
"Hartford-West Hartford-East Hartford, CT Metro Area",2020,652080.279100529,23749.625,12306.7764550265,1060.96875,692661,2028
"Hartford-West Hartford-East Hartford, CT Metro Area",2021,729034.367666232,13648.6363636364,12255.9100391134,425.636363636364,690852,2842
"Hattiesburg, MS Metro Area",2018,32504.4873188406,0,974.240942028986,1,46981,0
"Hattiesburg, MS Metro Area",2019,33335.8320754717,0,998.233962264151,1,46687,0
"Hattiesburg, MS Metro Area",2020,39616.9565217391,176.708333333333,1141.70066889632,5.70833333333333,57695,17
"Hattiesburg, MS Metro Area",2021,51323.2991735537,24.0384615384615,1493.20661157025,1.46153846153846,71377,11
"Hickory-Lenoir-Morganton, NC Metro Area",2018,111485.339403974,0,2895.76490066225,1,108541,0
"Hickory-Lenoir-Morganton, NC Metro Area",2019,93440.0146103896,0,2469.98051948052,1,100682,0
"Hickory-Lenoir-Morganton, NC Metro Area",2020,155498.799679487,17.5555555555556,4039.36057692308,1.5,154209,9
"Hickory-Lenoir-Morganton, NC Metro Area",2021,148756.023076923,24.85,3209.86461538462,1.5,146442,16
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2018,50572.4403361345,0,1355.10420168067,1,110430,0
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2019,46664.3083475298,0,1389.7461669506,1,101250,0
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2020,32656.2388973966,99.4,910.709035222052,4,74740,42
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",2021,34584.9198767334,824.434782608696,800.192604006163,15.7391304347826,71626,192
"Hinesville, GA Metro Area",2018,14729.4365482233,0,327.355329949239,1,9871,0
"Hinesville, GA Metro Area",2019,11482.7638554217,0,258.869879518072,1,6432,0
"Hinesville, GA Metro Area",2020,17186.8423529412,417.5,405.409411764706,11.625,10839,32
"Hinesville, GA Metro Area",2021,18705.7807017544,57.4285714285714,426.302631578947,5,14439,12
"Homosassa Springs, FL Metro Area",2018,18246.86756238,0,511.404990403071,1,25169,0
"Homosassa Springs, FL Metro Area",2019,22398.0255863539,0,696.692963752665,1,43768,0
"Homosassa Springs, FL Metro Area",2020,26743.1242937853,116.416666666667,715.764595103578,1,53067,16
"Homosassa Springs, FL Metro Area",2021,26088.7696629213,0,695.10861423221,1,63529,0
"Hot Springs, AR Metro Area",2018,23161.51953125,0,689.515625,1,38013,0
"Hot Springs, AR Metro Area",2019,27524.6049149338,0,957.95652173913,1,34977,0
"Hot Springs, AR Metro Area",2020,12850.126394052,10.4444444444444,294.395910780669,1,6035,4
"Hot Springs, AR Metro Area",2021,25591.7322695035,0,735.84219858156,1,57431,0
"Houma-Thibodaux, LA Metro Area",2018,73344.2859649123,0,1394.02280701754,1,53082,0
"Houma-Thibodaux, LA Metro Area",2019,77855.9423076923,0,1749.52272727273,1,67986,0
"Houma-Thibodaux, LA Metro Area",2020,20880.8396694215,176.9375,428.904132231405,15.1875,10534,17
"Houma-Thibodaux, LA Metro Area",2021,115006.91147541,104.772727272727,2127.94098360656,1.63636363636364,91067,16
"Houston-The Woodlands-Sugar Land, TX Metro Area",2018,2916465.04029304,150476.810810811,53758.072039072,4605.67567567568,3083476,20757
"Houston-The Woodlands-Sugar Land, TX Metro Area",2019,3118237.00120773,161739.805555556,57637.2693236715,5284.30555555556,3114877,20373
"Houston-The Woodlands-Sugar Land, TX Metro Area",2020,3339502.35069444,135014.810810811,60106.130787037,4592.7027027027,3814925,19881
"Houston-The Woodlands-Sugar Land, TX Metro Area",2021,3651632.93226177,208222.297297297,62817.0700344432,6903,4185101,29902
"Huntington-Ashland, WV-KY-OH Metro Area",2018,87984.0371024735,0,2341.23498233216,1,101206,0
"Huntington-Ashland, WV-KY-OH Metro Area",2019,91211.378238342,0,2381.6493955095,1,106112,0
"Huntington-Ashland, WV-KY-OH Metro Area",2020,99296.1331114809,20.5555555555556,2662.90183028286,1,109636,5
"Huntington-Ashland, WV-KY-OH Metro Area",2021,100218.280193237,77.2631578947368,2334.64251207729,5.36842105263158,118470,13
"Huntsville, AL Metro Area",2018,180744.282539683,16706.6296296296,3440.27619047619,636.444444444444,161352,768
"Huntsville, AL Metro Area",2019,207121.568111455,13915.3214285714,3807.04179566563,377.035714285714,155105,524
"Huntsville, AL Metro Area",2020,232986.671942446,22998.9333333333,3836.36115107914,381.8,194635,1449
"Huntsville, AL Metro Area",2021,346690.835021708,26579.8064516129,5185.75397973951,589.032258064516,238187,1649
"Idaho Falls, ID Metro Area",2018,58509.265060241,0,1532.5834767642,1,85003,0
"Idaho Falls, ID Metro Area",2019,62908.3577661431,0,1347.06457242583,1,85479,0
"Idaho Falls, ID Metro Area",2020,69697.1601941748,2437.2,1689.29935275081,74.1,112567,17
"Idaho Falls, ID Metro Area",2021,88017.9664536741,1360.26666666667,2018.57667731629,56,114759,44
"Indianapolis-Carmel-Anderson, IN Metro Area",2018,824722.544117647,38073.5,17991.3917112299,1292.03125,879355,3523
"Indianapolis-Carmel-Anderson, IN Metro Area",2019,878550.679369251,55043.7647058823,18648.4586070959,1723.20588235294,853105,4406
"Indianapolis-Carmel-Anderson, IN Metro Area",2020,1050159.39923954,80815.0857142857,20191.4879594423,2921.17142857143,1048090,5796
"Indianapolis-Carmel-Anderson, IN Metro Area",2021,1185488.26742712,94161.5714285714,20031.2458808619,2134.82857142857,1139706,5386
"Iowa City, IA Metro Area",2018,43490.3352165725,0,1119.16007532957,1,55520,0
"Iowa City, IA Metro Area",2019,56870.2413793103,0,1486.84482758621,1,53786,0
"Iowa City, IA Metro Area",2020,51914.8,4.83333333333333,1402.89411764706,1,75190,34
"Iowa City, IA Metro Area",2021,67114.7367549669,0,1589.18377483444,1,92930,0
"Ithaca, NY Metro Area",2018,32494.6982378855,0,785.220264317181,1,26119,0
"Ithaca, NY Metro Area",2019,16603.1349036403,0,382.449678800857,1,3968,0
"Ithaca, NY Metro Area",2020,32069.5746691871,46.5,864.013232514178,6.5,15696,9
"Ithaca, NY Metro Area",2021,44343.4704761905,18.8571428571429,916.64,1,39317,4
"Jackson, MI Metro Area",2018,23696.4617117117,0,507.290540540541,1,15883,0
"Jackson, MI Metro Area",2019,48292.1848906561,0,1139.4254473161,1,40541,0
"Jackson, MI Metro Area",2020,42131.5588235294,7.77777777777778,951.790196078431,1.38888888888889,37656,7
"Jackson, MI Metro Area",2021,23436.2998171846,2365.22222222222,447.764168190128,137.666666666667,17339,65
"Jackson, MS Metro Area",2018,168938.837916064,2013.9696969697,4437.02026049204,64.2121212121212,245815,358
"Jackson, MS Metro Area",2019,150271.960902256,11729.5384615385,3861.13834586466,422.730769230769,189036,1705
"Jackson, MS Metro Area",2020,188034.445205479,1824.45714285714,4870.79726027397,63.4571428571429,267992,153
"Jackson, MS Metro Area",2021,227269.489626556,21952.8235294118,5421.24481327801,917.529411764706,338128,3388
"Jackson, TN Metro Area",2018,20821.1777777778,0,535.553535353535,1,9218,0
"Jackson, TN Metro Area",2019,18764.65,0,479.9,1,8409,0
"Jackson, TN Metro Area",2020,45191.0677966102,35.1666666666667,1330.45574387947,2.72222222222222,39305,16
"Jackson, TN Metro Area",2021,58460.7915194346,21.3125,1172.36572438163,1.4375,47151,9
"Jacksonville, FL Metro Area",2018,474334.529177719,26641.9142857143,11812.8156498674,1792.71428571429,766256,4675
"Jacksonville, FL Metro Area",2019,517249.502673797,30300.8181818182,12043.2032085561,1234.0303030303,736358,4270
"Jacksonville, FL Metro Area",2020,624675.08427673,17842.6774193548,12533.7522012579,621.838709677419,922066,5973
"Jacksonville, FL Metro Area",2021,765849.298356511,5751.48484848485,14726.7635903919,246.060606060606,1033866,1417
"Jacksonville, NC Metro Area",2018,23731.5282651072,0,860.826510721248,1,40826,0
"Jacksonville, NC Metro Area",2019,7074.45708955224,0,272.048507462687,1,14245,0
"Jacksonville, NC Metro Area",2020,8067.96557971014,83.8235294117647,279.097826086957,7.76470588235294,10373,18
"Jacksonville, NC Metro Area",2021,7302.00891265597,20,243.739750445633,1.0625,9468,15
"Janesville-Beloit, WI Metro Area",2018,76716.6227106227,0,1639.86080586081,1,48628,0
"Janesville-Beloit, WI Metro Area",2019,27004.0614754098,0,581.473360655738,1,9987,0
"Janesville-Beloit, WI Metro Area",2020,30502.366,0,615.112,1,12313,0
"Janesville-Beloit, WI Metro Area",2021,35496.9602888087,0,669.061371841155,1,25030,0
"Jefferson City, MO Metro Area",2018,20282.5826771654,0,575.358267716535,1,17977,0
"Jefferson City, MO Metro Area",2019,35343.6647509579,0,1007.27394636015,1,35447,0
"Jefferson City, MO Metro Area",2020,43945.8091068301,22.8571428571429,1091.48511383538,6.71428571428571,40037,49
"Jefferson City, MO Metro Area",2021,70820.1262295082,2900.3,1677.88196721311,184.95,71023,394
"Johnson City, TN Metro Area",2018,44280.2282828283,0,1438.49898989899,1,48059,0
"Johnson City, TN Metro Area",2019,51550.2942345924,0,1506.48508946322,1,51838,0
"Johnson City, TN Metro Area",2020,29032.5459662289,54.0625,726.44277673546,1.9375,19666,10
"Johnson City, TN Metro Area",2021,65270.7885615251,0,2051.77816291161,1,75127,0
"Johnstown, PA Metro Area",2018,20584.1295454545,0,644.193181818182,0,21136,0
"Johnstown, PA Metro Area",2019,16488.8411016949,0,437.627118644068,0,13206,0
"Johnstown, PA Metro Area",2020,39068.0314341847,0,1029.10019646365,1,37669,0
"Johnstown, PA Metro Area",2021,14420.6254901961,0,380.094117647059,1,10470,0
"Jonesboro, AR Metro Area",2018,13217.5508982036,0,342.868263473054,0,6262,0
"Jonesboro, AR Metro Area",2019,17591.6557692308,0,427.419230769231,1,12700,0
"Jonesboro, AR Metro Area",2020,46863.7821428571,4,1133.0375,2,46011,14
"Jonesboro, AR Metro Area",2021,70030.5317725753,26.3846153846154,1524.33110367893,1.53846153846154,58563,4
"Joplin, MO Metro Area",2018,53733.3841911765,0,1441.52941176471,1,39977,0
"Joplin, MO Metro Area",2019,62967.1021505376,0,1749.37275985663,1,53124,0
"Joplin, MO Metro Area",2020,44778.883248731,166.6,1096.47377326565,11.5,34570,24
"Joplin, MO Metro Area",2021,60562.9983361065,0,1588.10316139767,1,70965,0
"Kahului-Wailuku-Lahaina, HI Metro Area",2018,60668.5245398773,0,1465.78834355828,1,86929,0
"Kahului-Wailuku-Lahaina, HI Metro Area",2019,47545.5098039216,0,999.671191553545,1,60664,0
"Kahului-Wailuku-Lahaina, HI Metro Area",2020,50681.3691176471,301.384615384615,1597.88970588235,42.6923076923077,93752,4
"Kahului-Wailuku-Lahaina, HI Metro Area",2021,61527.3131313131,295.25,1169.34487734488,5.25,96918,34
"Kalamazoo-Portage, MI Metro Area",2018,105356.628571429,0,2210.84537815126,1,82667,0
"Kalamazoo-Portage, MI Metro Area",2019,103446.373737374,0,2384.59259259259,1,122662,0
"Kalamazoo-Portage, MI Metro Area",2020,122142.5568,7302.47058823529,2537.1616,214.411764705882,93833,218
"Kalamazoo-Portage, MI Metro Area",2021,81988.9399075501,76.85,1478.86748844376,2.9,62419,31
"Kankakee, IL Metro Area",2018,24796.2062084257,0,664.629711751663,1,34701,0
"Kankakee, IL Metro Area",2019,16362.9618834081,0,369.452914798206,1,5990,0
"Kankakee, IL Metro Area",2020,27941.9210526316,30.4,813.234817813765,2.6,28534,4
"Kankakee, IL Metro Area",2021,30991.424,0,689.174,1,25228,0
"Kansas City, MO-KS Metro Area",2018,924964.893280632,39180.1714285714,19628.558629776,1056.17142857143,1060638,4036
"Kansas City, MO-KS Metro Area",2019,961019.202649007,7206.8125,19004.1509933775,166.75,963821,1175
"Kansas City, MO-KS Metro Area",2020,1029348.53217822,18165,20790.8762376238,493.257142857143,1219469,1176
"Kansas City, MO-KS Metro Area",2021,1184516.17546012,72412.1714285714,21157.4159509202,1601.51428571429,1386524,5828
"Kennewick-Richland, WA Metro Area",2018,81170.8105095541,0,2433.58121019108,1,97854,0
"Kennewick-Richland, WA Metro Area",2019,99716.5940438871,0,1794.89968652038,1,106242,0
"Kennewick-Richland, WA Metro Area",2020,108827.609397944,261,2312.09691629956,12.8461538461538,148095,3
"Kennewick-Richland, WA Metro Area",2021,122308.585091421,2.42105263157895,2287.33052039381,1,168818,2
"Killeen-Temple, TX Metro Area",2018,69400.8745980707,3709.6,1907.34887459807,169.96,89541,514
"Killeen-Temple, TX Metro Area",2019,69370.5500821018,0,1775.71264367816,1,78340,0
"Killeen-Temple, TX Metro Area",2020,92312.5112107623,6320.24,2171.19282511211,158.68,112800,670
"Killeen-Temple, TX Metro Area",2021,97242.9255014327,6826.65384615385,2298.91260744986,136.807692307692,135757,221
"Kingsport-Bristol-Bristol, TN-VA Metro Area",2018,97818.5709156194,0,2453.89407540395,1,79984,0
"Kingsport-Bristol-Bristol, TN-VA Metro Area",2019,80777.612173913,0,2058.61391304348,1,81505,0
"Kingsport-Bristol-Bristol, TN-VA Metro Area",2020,62638.5615514334,411.571428571429,1555.23608768971,31.4285714285714,53743,44
"Kingsport-Bristol-Bristol, TN-VA Metro Area",2021,110719.894060995,127.230769230769,2329.52487961477,1.92307692307692,112205,21
"Kingston, NY Metro Area",2018,34222.3953488372,0,872.78488372093,1,60743,0
"Kingston, NY Metro Area",2019,28745.7574626866,0,891.768656716418,1,71367,0
"Kingston, NY Metro Area",2020,15527.1633752244,3.61538461538462,438.123877917415,1.07692307692308,25867,2
"Kingston, NY Metro Area",2021,22847.8431372549,319.727272727273,561.895424836601,14.4545454545455,58178,146
"Knoxville, TN Metro Area",2018,353559.708520179,8333.05,7832.82660687593,133.4,339855,279
"Knoxville, TN Metro Area",2019,319609.075110457,5633.79166666667,7045.52430044183,86.5833333333333,298135,164
"Knoxville, TN Metro Area",2020,357358.485994398,18881.3913043478,7529.15266106443,263.782608695652,363084,645
"Knoxville, TN Metro Area",2021,391453.106325707,14578.8620689655,8008.64199192463,179.448275862069,371415,652
"Kokomo, IN Metro Area",2018,12776.0775,0,262.605,1,1780,0
"Kokomo, IN Metro Area",2019,18621.1204819277,0,438.893975903614,1,12785,0
"Kokomo, IN Metro Area",2020,28207.5874439462,183.6,726.251121076233,4,18572,14
"Kokomo, IN Metro Area",2021,18266.7688984881,0,396.874730021598,1,9791,0
"La Crosse-Onalaska, WI-MN Metro Area",2018,64656.1930184805,0,1448.4250513347,1,43190,0
"La Crosse-Onalaska, WI-MN Metro Area",2019,54902.0465587045,0,1316.28542510121,1,45273,0
"La Crosse-Onalaska, WI-MN Metro Area",2020,43216.1992481203,46.7692307692308,999.484962406015,5.84615384615385,21303,11
"La Crosse-Onalaska, WI-MN Metro Area",2021,74298.6630236794,0,1668.45537340619,1,59611,0
"Lafayette, LA Metro Area",2018,143155.410029499,0,3318.3407079646,1,204870,0
"Lafayette, LA Metro Area",2019,194608.09063893,0,4193.47251114413,1,260137,0
"Lafayette, LA Metro Area",2020,200722.079889807,23.7407407407407,4592.13498622589,3.37037037037037,307475,11
"Lafayette, LA Metro Area",2021,293447.174211248,272.333333333333,5536.18930041152,4.13333333333333,334730,46
"Lafayette-West Lafayette, IN Metro Area",2018,54073.6425855513,0,1217.80608365019,1,51253,0
"Lafayette-West Lafayette, IN Metro Area",2019,53217.7952468007,0,1275.96160877514,1,46990,0
"Lafayette-West Lafayette, IN Metro Area",2020,79979.1811722913,80,1763.68028419183,1.55555555555556,66785,5
"Lafayette-West Lafayette, IN Metro Area",2021,41584.7594501718,29,917.486254295533,1.75,37322,12
"Lake Charles, LA Metro Area",2018,72126.4914383562,0,1682.03595890411,1,69249,0
"Lake Charles, LA Metro Area",2019,70427.9598603839,0,1687.69982547993,1,70334,0
"Lake Charles, LA Metro Area",2020,59082.8006482982,7.72727272727273,1488.48946515397,1,56792,14
"Lake Charles, LA Metro Area",2021,101187.40664557,11.7727272727273,1964.40506329114,1,93325,7
"Lake Havasu City-Kingman, AZ Metro Area",2018,23537.2117437722,0,748.944839857651,1,46333,0
"Lake Havasu City-Kingman, AZ Metro Area",2019,29820.3164128596,0,917.72758037225,1,41104,0
"Lake Havasu City-Kingman, AZ Metro Area",2020,42417.5255354201,0,1057.37726523888,1,70110,0
"Lake Havasu City-Kingman, AZ Metro Area",2021,23024.8722397476,0,572.219242902208,1,39455,0
"Lakeland-Winter Haven, FL Metro Area",2018,151572.420204978,0,3917.21815519766,1,206112,0
"Lakeland-Winter Haven, FL Metro Area",2019,156594.060471976,4927.89655172414,4009.08259587021,123.689655172414,201210,1046
"Lakeland-Winter Haven, FL Metro Area",2020,161627.398373984,11071.46875,3999.22764227642,396.15625,277507,1673
"Lakeland-Winter Haven, FL Metro Area",2021,187184.888290713,10791.5666666667,4224.42799461642,312.033333333333,318450,1664
"Lancaster, PA Metro Area",2018,212679.057003257,0,5005.67263843648,1,204779,0
"Lancaster, PA Metro Area",2019,246140.621753247,0,5884.14935064935,1,242406,0
"Lancaster, PA Metro Area",2020,279268.081694402,2566,6734.69288956127,85.8947368421053,302128,299
"Lancaster, PA Metro Area",2021,285845.471264368,4357.33333333333,5540.34195402299,122.190476190476,321425,439
"Lansing-East Lansing, MI Metro Area",2018,142772.183006536,0,3200.21078431373,1,138428,0
"Lansing-East Lansing, MI Metro Area",2019,144452.819237148,0,3582.50580431177,1,139840,0
"Lansing-East Lansing, MI Metro Area",2020,166269.532428356,146.5,3905.96681749623,9.5,174892,32
"Lansing-East Lansing, MI Metro Area",2021,217010.193199382,7555.66666666667,4229.88408037094,314.333333333333,223544,854
"Laredo, TX Metro Area",2018,56212.2218543046,0,2294.63741721854,1,91635,0
"Laredo, TX Metro Area",2019,59276.400990099,0,1817.81353135314,1,76011,0
"Laredo, TX Metro Area",2020,25479.5939490446,86.7,812.243630573248,3.8,49500,27
"Laredo, TX Metro Area",2021,90731.0167938931,98.1818181818182,2438.43358778626,1.72727272727273,124762,8
"Las Cruces, NM Metro Area",2018,31024.8559738134,0,938.865793780687,1,42230,0
"Las Cruces, NM Metro Area",2019,19491.6105769231,0,586.238782051282,1,23360,0
"Las Cruces, NM Metro Area",2020,28059.9286821705,2.55555555555556,748.88992248062,1.11111111111111,32203,2
"Las Cruces, NM Metro Area",2021,23677.0989810771,52.5,532.308588064047,1,31719,64
"Las Vegas-Henderson-Paradise, NV Metro Area",2018,742530.595690748,1228.45714285714,18209.2598225602,43.9714285714286,954879,276
"Las Vegas-Henderson-Paradise, NV Metro Area",2019,792293.86025641,18249.3714285714,18420.2038461538,539.142857142857,971744,3706
"Las Vegas-Henderson-Paradise, NV Metro Area",2020,900327.667070218,18205.1142857143,22314.8099273608,646.514285714286,1275531,3054
"Las Vegas-Henderson-Paradise, NV Metro Area",2021,967147.585220501,38344.7222222222,19830.4338498212,1147.97222222222,1412420,5576
"Lawrence, KS Metro Area",2018,17531.2389558233,0,556.584337349398,1,35986,0
"Lawrence, KS Metro Area",2019,40254.829787234,0,1058.91489361702,1,39418,0
"Lawrence, KS Metro Area",2020,22370.3436928702,7.11111111111111,658.197440585009,1,33032,4
"Lawrence, KS Metro Area",2021,42901.8604651163,0,865.484794275492,1,67995,0
"Lawton, OK Metro Area",2018,18343.8927911275,0,595.066543438078,1,30261,0
"Lawton, OK Metro Area",2019,6774.125,0,197.412109375,1,5542,0
"Lawton, OK Metro Area",2020,12240.4772727273,4407,316.073426573427,88.9166666666667,10631,25
"Lawton, OK Metro Area",2021,20531.5149501661,763.611111111111,535.194352159468,18.6666666666667,32030,3
"Lebanon, PA Metro Area",2018,17893.078891258,0,497.127931769723,0,10247,0
"Lebanon, PA Metro Area",2019,47125.8804347826,0,1096.75652173913,1,33950,0
"Lebanon, PA Metro Area",2020,52387.1863354037,84.4615384615385,1391.84886128364,1,43324,6
"Lebanon, PA Metro Area",2021,52656.3518164436,0,1048.1051625239,1,38769,0
"Lewiston, ID-WA Metro Area",2018,16669.6953488372,0,523.537209302326,1,13216,0
"Lewiston, ID-WA Metro Area",2019,19789.8622222222,0,533.764444444444,0,21465,0
"Lewiston, ID-WA Metro Area",2020,22342.4406779661,0,566.991525423729,0,20750,0
"Lewiston, ID-WA Metro Area",2021,9648.23668639053,0,193.07100591716,1,6183,0
"Lewiston-Auburn, ME Metro Area",2018,16878.3360655738,0,423.493852459016,1,14716,0
"Lewiston-Auburn, ME Metro Area",2019,31732.5616438356,0,740.289628180039,1,33754,0
"Lewiston-Auburn, ME Metro Area",2020,58980.2566037736,5389.22222222222,1369.38113207547,175.777777777778,37639,23
"Lewiston-Auburn, ME Metro Area",2021,54109.4290843806,0,1100.20466786355,1,64202,0
"Lexington-Fayette, KY Metro Area",2018,176266.875576037,1747.16,4132.88786482335,45.96,172369,169
"Lexington-Fayette, KY Metro Area",2019,202968.684931507,2309.1,4973.18112633181,101.6,232021,102
"Lexington-Fayette, KY Metro Area",2020,238765.175074184,938.576923076923,5452.6587537092,37.3846153846154,295361,29
"Lexington-Fayette, KY Metro Area",2021,218876.615931721,1184.78260869565,4611.57041251778,30.3913043478261,242641,150
"Lima, OH Metro Area",2018,43068.9788135593,0,934.156779661017,1,22078,0
"Lima, OH Metro Area",2019,37580.615720524,0,867.368995633188,1,20192,0
"Lima, OH Metro Area",2020,54657.0411522634,176.909090909091,1290.3683127572,9.36363636363636,40060,4
"Lima, OH Metro Area",2021,24204.8114754098,2.93333333333333,530.428278688525,1,10930,5
"Lincoln, NE Metro Area",2018,194892.714765101,0,4376.20805369128,1,163963,0
"Lincoln, NE Metro Area",2019,138659.04730832,0,3103.64926590538,1,153303,0
"Lincoln, NE Metro Area",2020,163527.825227964,1605.17647058824,3604.58358662614,42.7647058823529,195259,82
"Lincoln, NE Metro Area",2021,203550.780923994,2621,4081.0566318927,34.6315789473684,195405,126
"Little Rock-North Little Rock-Conway, AR Metro Area",2018,226523.517985612,4927.42857142857,5245.5726618705,133.607142857143,295328,653
"Little Rock-North Little Rock-Conway, AR Metro Area",2019,261356.43490701,22074.7586206897,6084.81545064378,427.103448275862,359131,1455
